id;name;id;insert into internal_products (odoo_id,product_id);insert into products (id,description)
__export__.product_template_23576_8987419b;Samsung Galaxy Tab S10 FE+ X620B Wifi 13 12/256GB Silver;809;"('__export__.product_template_23576_8987419b',809);";"(809,'Samsung Galaxy Tab S10 FE+ X620B Wifi 13 12/256GB Silver');"
__export__.product_template_22718_d9e1d654;Samsung Galaxy Tab S10 FE+ X620B Wifi 13 8/128GB Blue;810;"('__export__.product_template_22718_d9e1d654',810);";"(810,'Samsung Galaxy Tab S10 FE+ X620B Wifi 13 8/128GB Blue');"
__export__.product_template_22719_47bc9822;Samsung Galaxy Tab S10 FE+ X620B Wifi 13 8/128GB Grey;811;"('__export__.product_template_22719_47bc9822',811);";"(811,'Samsung Galaxy Tab S10 FE+ X620B Wifi 13 8/128GB Grey');"
__export__.product_template_23577_60c47dde;Samsung Galaxy Tab S10 FE+ X620B Wifi 13 8/128GB Silver;812;"('__export__.product_template_23577_60c47dde',812);";"(812,'Samsung Galaxy Tab S10 FE+ X620B Wifi 13 8/128GB Silver');"
__export__.product_template_23047_18d49f34;Samsung Galaxy Tab S10 FE+ X626B 5G 13 8/128GB Blue;813;"('__export__.product_template_23047_18d49f34',813);";"(813,'Samsung Galaxy Tab S10 FE+ X626B 5G 13 8/128GB Blue');"
__export__.product_template_22721_42b30887;Samsung Galaxy Tab S10 FE+ X626B 5G 13 8/128GB Grey;814;"('__export__.product_template_22721_42b30887',814);";"(814,'Samsung Galaxy Tab S10 FE+ X626B 5G 13 8/128GB Grey');"
__export__.product_template_24242_df0e7faa;Samsung Galaxy Tab S10 FE+ X626B 5G 13 8/128GB Silver;815;"('__export__.product_template_24242_df0e7faa',815);";"(815,'Samsung Galaxy Tab S10 FE+ X626B 5G 13 8/128GB Silver');"
__export__.product_template_24680_ad3d1f06;Samsung Galaxy Tab S10 Lite X400 WiFi 10.9 6/128GB Grey;816;"('__export__.product_template_24680_ad3d1f06',816);";"(816,'Samsung Galaxy Tab S10 Lite X400 WiFi 10.9 6/128GB Grey');"
__export__.product_template_24853_e2a144c4;Samsung Galaxy Tab S10 Lite X400 WiFi 10.9 6/128GB Silver;817;"('__export__.product_template_24853_e2a144c4',817);";"(817,'Samsung Galaxy Tab S10 Lite X400 WiFi 10.9 6/128GB Silver');"
__export__.product_template_24681_ff9c15ac;Samsung Galaxy Tab S10 Lite X400 WiFi 10.9 8/256GB Grey;818;"('__export__.product_template_24681_ff9c15ac',818);";"(818,'Samsung Galaxy Tab S10 Lite X400 WiFi 10.9 8/256GB Grey');"
__export__.product_template_24682_eacc841c;Samsung Galaxy Tab S10 Lite X406 5G 10.9 6/128GB Grey;819;"('__export__.product_template_24682_eacc841c',819);";"(819,'Samsung Galaxy Tab S10 Lite X406 5G 10.9 6/128GB Grey');"
__export__.product_template_24854_dc96db45;Samsung Galaxy Tab S10 Lite X406 5G 10.9 6/128GB Silver;820;"('__export__.product_template_24854_dc96db45',820);";"(820,'Samsung Galaxy Tab S10 Lite X406 5G 10.9 6/128GB Silver');"
__export__.product_template_24855_4109d964;Samsung Galaxy Tab S10 Lite X406 5G 10.9 8/256GB Grey;821;"('__export__.product_template_24855_4109d964',821);";"(821,'Samsung Galaxy Tab S10 Lite X406 5G 10.9 8/256GB Grey');"
__export__.product_template_23099_a6f930a4;Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 12/256GB Silver;822;"('__export__.product_template_23099_a6f930a4',822);";"(822,'Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 12/256GB Silver');"
__export__.product_template_23819_4f5618f6;Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 12/512GB Grey;823;"('__export__.product_template_23819_4f5618f6',823);";"(823,'Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 12/512GB Grey');"
__export__.product_template_22334_8099004d;Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 12/512GB Silver;824;"('__export__.product_template_22334_8099004d',824);";"(824,'Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 12/512GB Silver');"
__export__.product_template_23578_1d8c8b28;Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 16/1TB Grey;825;"('__export__.product_template_23578_1d8c8b28',825);";"(825,'Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 16/1TB Grey');"
__export__.product_template_24080_8090d05e;Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 16/1TB Silver;826;"('__export__.product_template_24080_8090d05e',826);";"(826,'Samsung Galaxy Tab S10 Ultra X920B WiFi 14.6 16/1TB Silver');"
__export__.product_template_23579_e902738e;Samsung Galaxy Tab S10 Ultra X926B 5G 14.6 12/256GB Grey;827;"('__export__.product_template_23579_e902738e',827);";"(827,'Samsung Galaxy Tab S10 Ultra X926B 5G 14.6 12/256GB Grey');"
__export__.product_template_22723_ec71aa79;Samsung Galaxy Tab S10 Ultra X926B 5G 14.6 12/256GB Silver;828;"('__export__.product_template_22723_ec71aa79',828);";"(828,'Samsung Galaxy Tab S10 Ultra X926B 5G 14.6 12/256GB Silver');"
__export__.product_template_23048_9b0fff80;Samsung Galaxy Tab S10 Ultra X926B 5G 14.6 12/512GB Silver;829;"('__export__.product_template_23048_9b0fff80',829);";"(829,'Samsung Galaxy Tab S10 Ultra X926B 5G 14.6 12/512GB Silver');"
__export__.product_template_23820_f63a4768;Samsung Galaxy Tab S10+ X820B Wifi 12.4 12/256GB Grey;830;"('__export__.product_template_23820_f63a4768',830);";"(830,'Samsung Galaxy Tab S10+ X820B Wifi 12.4 12/256GB Grey');"
__export__.product_template_22340_4d5046b9;Samsung Galaxy Tab S10+ X820B Wifi 12.4 12/256GB Silver;831;"('__export__.product_template_22340_4d5046b9',831);";"(831,'Samsung Galaxy Tab S10+ X820B Wifi 12.4 12/256GB Silver');"
__export__.product_template_22554_35e1d01e;Samsung Galaxy Tab S10+ X820B Wifi 12.4 12/512GB Grey;832;"('__export__.product_template_22554_35e1d01e',832);";"(832,'Samsung Galaxy Tab S10+ X820B Wifi 12.4 12/512GB Grey');"
__export__.product_template_22991_81993962;Samsung Galaxy Tab S10+ X820B Wifi 12.4 12/512GB Silver;833;"('__export__.product_template_22991_81993962',833);";"(833,'Samsung Galaxy Tab S10+ X820B Wifi 12.4 12/512GB Silver');"
__export__.product_template_24856_fa476307;Samsung Galaxy Tab S10+ X820N Wifi 12.4 12/256GB Grey;834;"('__export__.product_template_24856_fa476307',834);";"(834,'Samsung Galaxy Tab S10+ X820N Wifi 12.4 12/256GB Grey');"
__export__.product_template_24857_917331d9;Samsung Galaxy Tab S10+ X820N Wifi 12.4 12/256GB Silver;835;"('__export__.product_template_24857_917331d9',835);";"(835,'Samsung Galaxy Tab S10+ X820N Wifi 12.4 12/256GB Silver');"
__export__.product_template_23580_9b8c1de1;Samsung Galaxy Tab S10+ X826B 5G 12.4 12/256GB Silver;836;"('__export__.product_template_23580_9b8c1de1',836);";"(836,'Samsung Galaxy Tab S10+ X826B 5G 12.4 12/256GB Silver');"
__export__.product_template_19851_ebc4a9c2;Samsung Galaxy Tab S10+ X826B 5G 12.4 12/512GB Grey;837;"('__export__.product_template_19851_ebc4a9c2',837);";"(837,'Samsung Galaxy Tab S10+ X826B 5G 12.4 12/512GB Grey');"
__export__.product_template_23821_f8228a58;Samsung Galaxy Tab S10+ X826B 5G 12.4 12/512GB Silver;838;"('__export__.product_template_23821_f8228a58',838);";"(838,'Samsung Galaxy Tab S10+ X826B 5G 12.4 12/512GB Silver');"
__export__.product_template_24858_babe595b;Samsung Galaxy Tab S11 Ultra X930 WiFi 14.6 12/256GB Grey;839;"('__export__.product_template_24858_babe595b',839);";"(839,'Samsung Galaxy Tab S11 Ultra X930 WiFi 14.6 12/256GB Grey');"
__export__.product_template_24414_77fea438;Samsung Galaxy Tab S11 Ultra X930 WiFi 14.6 12/512GB Gray;840;"('__export__.product_template_24414_77fea438',840);";"(840,'Samsung Galaxy Tab S11 Ultra X930 WiFi 14.6 12/512GB Gray');"
__export__.product_template_24415_1590f9d9;Samsung Galaxy Tab S11 Ultra X936 5G 14.6 12/512GB Gray;841;"('__export__.product_template_24415_1590f9d9',841);";"(841,'Samsung Galaxy Tab S11 Ultra X936 5G 14.6 12/512GB Gray');"
__export__.product_template_24859_bfc723a2;Samsung Galaxy Tab S11 X730 WiFi 11 12/128GB Grey;842;"('__export__.product_template_24859_bfc723a2',842);";"(842,'Samsung Galaxy Tab S11 X730 WiFi 11 12/128GB Grey');"
__export__.product_template_24683_108af8b9;Samsung Galaxy Tab S11 X730 WiFi 11 12/128GB Silver;843;"('__export__.product_template_24683_108af8b9',843);";"(843,'Samsung Galaxy Tab S11 X730 WiFi 11 12/128GB Silver');"
__export__.product_template_24684_78129486;Samsung Galaxy Tab S11 X730 WiFi 11 12/256GB Gray;844;"('__export__.product_template_24684_78129486',844);";"(844,'Samsung Galaxy Tab S11 X730 WiFi 11 12/256GB Gray');"
__export__.product_template_24860_3fde6fa9;Samsung Galaxy Tab S11 X730 WiFi 11 12/256GB Silver;845;"('__export__.product_template_24860_3fde6fa9',845);";"(845,'Samsung Galaxy Tab S11 X730 WiFi 11 12/256GB Silver');"
__export__.product_template_24685_96cee310;Samsung Galaxy Tab S11 X730 WiFi 11 12/512GB Gray;846;"('__export__.product_template_24685_96cee310',846);";"(846,'Samsung Galaxy Tab S11 X730 WiFi 11 12/512GB Gray');"
__export__.product_template_24861_abce853a;Samsung Galaxy Tab S11 X736 5G 11 12/128GB Gray;847;"('__export__.product_template_24861_abce853a',847);";"(847,'Samsung Galaxy Tab S11 X736 5G 11 12/128GB Gray');"
__export__.product_template_24686_af9f6a70;Samsung Galaxy Tab S11 X736 5G 11 12/128GB Silver;848;"('__export__.product_template_24686_af9f6a70',848);";"(848,'Samsung Galaxy Tab S11 X736 5G 11 12/128GB Silver');"
__export__.product_template_24687_a38eb541;Samsung Galaxy Tab S11 X736 5G 11 12/256GB Gray;849;"('__export__.product_template_24687_a38eb541',849);";"(849,'Samsung Galaxy Tab S11 X736 5G 11 12/256GB Gray');"
__export__.product_template_24243_4fcbe698;Samsung Galaxy Tab S6 Lite P613 (2022) 10.4 WiFi 4/64GB Blue;850;"('__export__.product_template_24243_4fcbe698',850);";"(850,'Samsung Galaxy Tab S6 Lite P613 (2022) 10.4 WiFi 4/64GB Blue');"
__export__.product_template_24244_3b4fc96c;Samsung Galaxy Tab S6 Lite P613 (2022) 10.4 WiFi 4/64GB Grey;851;"('__export__.product_template_24244_3b4fc96c',851);";"(851,'Samsung Galaxy Tab S6 Lite P613 (2022) 10.4 WiFi 4/64GB Grey');"
__export__.product_template_19575_1653a1c8;Samsung Galaxy Tab S6 Lite P620 (2024) 10.4 Wifi 4/128GB Grey;852;"('__export__.product_template_19575_1653a1c8',852);";"(852,'Samsung Galaxy Tab S6 Lite P620 (2024) 10.4 Wifi 4/128GB Grey');"
__export__.product_template_22839_4e14f774;Samsung Galaxy Tab S6 Lite P620 (2024) 10.4 Wifi 4/64GB Grey;853;"('__export__.product_template_22839_4e14f774',853);";"(853,'Samsung Galaxy Tab S6 Lite P620 (2024) 10.4 Wifi 4/64GB Grey');"
__export__.product_template_22724_b1fee43b;Samsung Galaxy Tab S6 Lite P625 (2024) 10.4 4G 4/128GB Grey;854;"('__export__.product_template_22724_b1fee43b',854);";"(854,'Samsung Galaxy Tab S6 Lite P625 (2024) 10.4 4G 4/128GB Grey');"
__export__.product_template_24245_9160bba5;Samsung Galaxy Tab S6 Lite P625 (2024) 10.4 4G 4/64GB Chiffon Pink;855;"('__export__.product_template_24245_9160bba5',855);";"(855,'Samsung Galaxy Tab S6 Lite P625 (2024) 10.4 4G 4/64GB Chiffon Pink');"
__export__.product_template_23822_4827cbe2;Samsung Galaxy Tab S6 Lite P625 (2024) 10.4 4G 4/64GB Grey;856;"('__export__.product_template_23822_4827cbe2',856);";"(856,'Samsung Galaxy Tab S6 Lite P625 (2024) 10.4 4G 4/64GB Grey');"
__export__.product_template_24246_5b94ab3b;Samsung Galaxy Tab S6 Lite P625 (2024) 10.4 4G 4/64GB Mint;857;"('__export__.product_template_24246_5b94ab3b',857);";"(857,'Samsung Galaxy Tab S6 Lite P625 (2024) 10.4 4G 4/64GB Mint');"
__export__.product_template_19578_86f42d1c;Samsung Galaxy Tab S9 FE X510 10.9 WiFi 6/128GB Grey;858;"('__export__.product_template_19578_86f42d1c',858);";"(858,'Samsung Galaxy Tab S9 FE X510 10.9 WiFi 6/128GB Grey');"
__export__.product_template_23582_2504fd66;Samsung Galaxy Tab S9 FE X510 10.9 WiFi 6/128GB Lavender;859;"('__export__.product_template_23582_2504fd66',859);";"(859,'Samsung Galaxy Tab S9 FE X510 10.9 WiFi 6/128GB Lavender');"
__export__.product_template_23583_14e22e63;Samsung Galaxy Tab S9 FE X510 10.9 WiFi 6/128GB Mint;860;"('__export__.product_template_23583_14e22e63',860);";"(860,'Samsung Galaxy Tab S9 FE X510 10.9 WiFi 6/128GB Mint');"
__export__.product_template_22342_56bcce4c;Samsung Galaxy Tab S9 FE X510 10.9 WiFi 6/128GB Silver;861;"('__export__.product_template_22342_56bcce4c',861);";"(861,'Samsung Galaxy Tab S9 FE X510 10.9 WiFi 6/128GB Silver');"
__export__.product_template_23584_a5cb397f;Samsung Galaxy Tab S9 FE X510 10.9 WiFi 8/256GB Grey;862;"('__export__.product_template_23584_a5cb397f',862);";"(862,'Samsung Galaxy Tab S9 FE X510 10.9 WiFi 8/256GB Grey');"
__export__.product_template_23585_6bab2e3b;Samsung Galaxy Tab S9 FE X510 10.9 WiFi 8/256GB Lavender;863;"('__export__.product_template_23585_6bab2e3b',863);";"(863,'Samsung Galaxy Tab S9 FE X510 10.9 WiFi 8/256GB Lavender');"
__export__.product_template_23586_73694b81;Samsung Galaxy Tab S9 FE X510 10.9 WiFi 8/256GB Mint;864;"('__export__.product_template_23586_73694b81',864);";"(864,'Samsung Galaxy Tab S9 FE X510 10.9 WiFi 8/256GB Mint');"
__export__.product_template_23587_79ba401d;Samsung Galaxy Tab S9 FE X510 10.9 WiFi 8/256GB Silver;865;"('__export__.product_template_23587_79ba401d',865);";"(865,'Samsung Galaxy Tab S9 FE X510 10.9 WiFi 8/256GB Silver');"
__export__.product_template_23588_48ebd7fc;Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 12/256GB Grey;866;"('__export__.product_template_23588_48ebd7fc',866);";"(866,'Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 12/256GB Grey');"
__export__.product_template_23589_c664270a;Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 12/256GB Lavender;867;"('__export__.product_template_23589_c664270a',867);";"(867,'Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 12/256GB Lavender');"
__export__.product_template_22997_43b12851;Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 12/256GB Mint;868;"('__export__.product_template_22997_43b12851',868);";"(868,'Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 12/256GB Mint');"
__export__.product_template_23590_a59c1fd2;Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 12/256GB Silver;869;"('__export__.product_template_23590_a59c1fd2',869);";"(869,'Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 12/256GB Silver');"
__export__.product_template_22344_021ea33f;Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 8/128GB Grey;870;"('__export__.product_template_22344_021ea33f',870);";"(870,'Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 8/128GB Grey');"
__export__.product_template_23591_4df98fd3;Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 8/128GB Lavender;871;"('__export__.product_template_23591_4df98fd3',871);";"(871,'Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 8/128GB Lavender');"
__export__.product_template_23290_06adaec9;Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 8/128GB Mint;872;"('__export__.product_template_23290_06adaec9',872);";"(872,'Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 8/128GB Mint');"
__export__.product_template_23592_c31b9e85;Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 8/128GB Silver;873;"('__export__.product_template_23592_c31b9e85',873);";"(873,'Samsung Galaxy Tab S9 FE+ X610 12.4 WiFi 8/128GB Silver');"
__export__.product_template_23593_3886c69d;Samsung Galaxy Tab S9 FE+ X616 12.4 5G 12/256GB Grey;874;"('__export__.product_template_23593_3886c69d',874);";"(874,'Samsung Galaxy Tab S9 FE+ X616 12.4 5G 12/256GB Grey');"
__export__.product_template_23594_5adc4982;Samsung Galaxy Tab S9 FE+ X616 12.4 5G 8/128GB Grey;875;"('__export__.product_template_23594_5adc4982',875);";"(875,'Samsung Galaxy Tab S9 FE+ X616 12.4 5G 8/128GB Grey');"
__export__.product_template_23595_ce250bf1;Samsung Galaxy Tab S9 X710N 11.0 WiFi 12/256GB Graphite;876;"('__export__.product_template_23595_ce250bf1',876);";"(876,'Samsung Galaxy Tab S9 X710N 11.0 WiFi 12/256GB Graphite');"
__export__.product_template_19854_48bb09e9;Samsung Galaxy Tab S9 X710N 11.0 WiFi 8/128GB Graphite;877;"('__export__.product_template_19854_48bb09e9',877);";"(877,'Samsung Galaxy Tab S9 X710N 11.0 WiFi 8/128GB Graphite');"
__export__.product_template_22726_3e1b4af3;Samsung Galaxy Tab S9 X716B 5G 11.0 12/256GB Beige;878;"('__export__.product_template_22726_3e1b4af3',878);";"(878,'Samsung Galaxy Tab S9 X716B 5G 11.0 12/256GB Beige');"
__export__.product_template_23823_adec2d21;Samsung Galaxy Tab S9 X716B 5G 11.0 12/256GB Enterprise Edition Graphite;879;"('__export__.product_template_23823_adec2d21',879);";"(879,'Samsung Galaxy Tab S9 X716B 5G 11.0 12/256GB Enterprise Edition Graphite');"
__export__.product_template_23000_5339df54;Samsung Galaxy Tab S9 X716B 5G 11.0 12/256GB Graphite;880;"('__export__.product_template_23000_5339df54',880);";"(880,'Samsung Galaxy Tab S9 X716B 5G 11.0 12/256GB Graphite');"
__export__.product_template_22345_e3e52aa2;Samsung Galaxy Tab S9 X716B 5G 11.0 8/128GB Beige;881;"('__export__.product_template_22345_e3e52aa2',881);";"(881,'Samsung Galaxy Tab S9 X716B 5G 11.0 8/128GB Beige');"
__export__.product_template_22346_45d33821;Samsung Galaxy Tab S9 X716B 5G 11.0 8/128GB Graphite;882;"('__export__.product_template_22346_45d33821',882);";"(882,'Samsung Galaxy Tab S9 X716B 5G 11.0 8/128GB Graphite');"
__export__.product_template_23581_1f5aea92;Samsung Galaxy Tab S9 X716B 5G 11.0 8/256GB Enterprise Edition Graphite;883;"('__export__.product_template_23581_1f5aea92',883);";"(883,'Samsung Galaxy Tab S9 X716B 5G 11.0 8/256GB Enterprise Edition Graphite');"
__export__.product_template_23976_12053803;Samsung Galaxy Watch 3 R855 41mm LTE Bronze;884;"('__export__.product_template_23976_12053803',884);";"(884,'Samsung Galaxy Watch 3 R855 41mm LTE Bronze');"
__export__.product_template_22348_f9523905;Samsung Galaxy Watch 6 Classic R955 43Mm LTE Black;885;"('__export__.product_template_22348_f9523905',885);";"(885,'Samsung Galaxy Watch 6 Classic R955 43Mm LTE Black');"
__export__.product_template_23192_0ff64b4a;Samsung Galaxy Watch 6 Classic R955 43mm LTE Silver;886;"('__export__.product_template_23192_0ff64b4a',886);";"(886,'Samsung Galaxy Watch 6 Classic R955 43mm LTE Silver');"
__export__.product_template_23193_c9b71f39;Samsung Galaxy Watch 6 Classic R965 47mm LTE Black;887;"('__export__.product_template_23193_c9b71f39',887);";"(887,'Samsung Galaxy Watch 6 Classic R965 47mm LTE Black');"
__export__.product_template_23194_da792daf;Samsung Galaxy Watch 6 Classic R965 47mm LTE Silver;888;"('__export__.product_template_23194_da792daf',888);";"(888,'Samsung Galaxy Watch 6 Classic R965 47mm LTE Silver');"
__export__.product_template_22558_982c5c18;Samsung Galaxy Watch 6 R950 Classic 43mm BT Silver;889;"('__export__.product_template_22558_982c5c18',889);";"(889,'Samsung Galaxy Watch 6 R950 Classic 43mm BT Silver');"
__export__.product_template_23826_11c284b1;Samsung Galaxy Watch 6 R960 Classic 47mm BT Black;890;"('__export__.product_template_23826_11c284b1',890);";"(890,'Samsung Galaxy Watch 6 R960 Classic 47mm BT Black');"
__export__.product_template_15543_ecca51aa;Samsung Galaxy Watch 6 R960 Classic 47mm BT Silver;891;"('__export__.product_template_15543_ecca51aa',891);";"(891,'Samsung Galaxy Watch 6 R960 Classic 47mm BT Silver');"
__export__.product_template_15528_3e99be28;Samsung Galaxy Watch 7 L300 40mm BT Cream;892;"('__export__.product_template_15528_3e99be28',892);";"(892,'Samsung Galaxy Watch 7 L300 40mm BT Cream');"
__export__.product_template_15524_0a72bece;Samsung Galaxy Watch 7 L300 40mm BT Green;893;"('__export__.product_template_15524_0a72bece',893);";"(893,'Samsung Galaxy Watch 7 L300 40mm BT Green');"
__export__.product_template_15610_6de669a5;Samsung Galaxy Watch 7 L305 40Mm LTE Green;894;"('__export__.product_template_15610_6de669a5',894);";"(894,'Samsung Galaxy Watch 7 L305 40Mm LTE Green');"
__export__.product_template_23195_218a0eb5;Samsung Galaxy Watch 7 L305 40mm LTE Cream;895;"('__export__.product_template_23195_218a0eb5',895);";"(895,'Samsung Galaxy Watch 7 L305 40mm LTE Cream');"
